n_bets,total_profit,roi_per_bet,min_home_win_rate,min_odds,max_odds,min_iso_proba
22,1515.0,0.6886363636363636,0.5,1.6,3.0,0.6
22,1515.0,0.6886363636363636,0.5,1.6,3.0,0.65
22,1515.0,0.6886363636363636,0.5,1.6,3.0,0.7
18,1145.0,0.6361111111111111,0.55,1.6,3.0,0.6
18,1145.0,0.6361111111111111,0.55,1.6,3.0,0.65
18,1145.0,0.6361111111111111,0.55,1.6,3.0,0.7
31,1851.0,0.5970967741935483,0.5,1.6,3.0,0.55
22,1305.0,0.5931818181818181,0.65,1.6,2.5,0.55
22,1305.0,0.5931818181818181,0.65,1.6,3.0,0.55
25,1479.0,0.5916,0.55,1.6,3.0,0.55
20,1165.0,0.5825,0.5,1.6,2.5,0.6
20,1165.0,0.5825,0.5,1.6,2.5,0.65
20,1165.0,0.5825,0.5,1.6,2.5,0.7
17,985.0,0.5794117647058824,0.55,1.6,2.5,0.6
17,985.0,0.5794117647058824,0.55,1.6,2.5,0.65
17,985.0,0.5794117647058824,0.55,1.6,2.5,0.7
24,1319.0,0.5495833333333333,0.55,1.6,2.5,0.55
16,871.0,0.544375,0.6,1.6,2.5,0.6
16,871.0,0.544375,0.6,1.6,2.5,0.65
16,871.0,0.544375,0.6,1.6,2.5,0.7
16,871.0,0.544375,0.6,1.6,3.0,0.6
16,871.0,0.544375,0.6,1.6,3.0,0.65
16,871.0,0.544375,0.6,1.6,3.0,0.7
16,871.0,0.544375,0.65,1.6,2.5,0.6
16,871.0,0.544375,0.65,1.6,2.5,0.65
16,871.0,0.544375,0.65,1.6,2.5,0.7
16,871.0,0.544375,0.65,1.6,3.0,0.6
16,871.0,0.544375,0.65,1.6,3.0,0.65
16,871.0,0.544375,0.65,1.6,3.0,0.7
23,1205.0,0.5239130434782608,0.6,1.6,2.5,0.55
23,1205.0,0.5239130434782608,0.6,1.6,3.0,0.55
29,1501.0,0.5175862068965518,0.5,1.6,2.5,0.55
37,1773.0,0.4791891891891892,0.5,1.4,3.0,0.6
37,1773.0,0.4791891891891892,0.5,1.4,3.0,0.65
37,1773.0,0.4791891891891892,0.5,1.4,3.0,0.7
52,2250.0,0.4326923076923077,0.5,1.4,3.0,0.55
32,1352.0,0.4225,0.55,1.4,3.0,0.6
32,1352.0,0.4225,0.55,1.4,3.0,0.65
32,1352.0,0.4225,0.55,1.4,3.0,0.7
35,1423.0,0.4065714285714286,0.5,1.4,2.5,0.6
35,1423.0,0.4065714285714286,0.5,1.4,2.5,0.65
35,1423.0,0.4065714285714286,0.5,1.4,2.5,0.7
11,446.0,0.40545454545454546,0.55,1.6,2.1,0.6
11,446.0,0.40545454545454546,0.55,1.6,2.1,0.65
11,446.0,0.40545454545454546,0.55,1.6,2.1,0.7
11,446.0,0.40545454545454546,0.6,1.6,2.1,0.6
11,446.0,0.40545454545454546,0.6,1.6,2.1,0.65
11,446.0,0.40545454545454546,0.6,1.6,2.1,0.7
11,446.0,0.40545454545454546,0.65,1.6,2.1,0.6
11,446.0,0.40545454545454546,0.65,1.6,2.1,0.65
11,446.0,0.40545454545454546,0.65,1.6,2.1,0.7
44,1775.0,0.4034090909090909,0.55,1.4,3.0,0.55
15,605.0,0.4033333333333333,0.65,1.6,2.1,0.55
40,1550.0,0.3875,0.65,1.4,2.5,0.55
40,1550.0,0.3875,0.65,1.4,3.0,0.55
31,1192.0,0.38451612903225807,0.55,1.4,2.5,0.6
31,1192.0,0.38451612903225807,0.55,1.4,2.5,0.65
31,1192.0,0.38451612903225807,0.55,1.4,2.5,0.7
50,1900.0,0.38,0.5,1.4,2.5,0.55
43,1615.0,0.3755813953488372,0.55,1.4,2.5,0.55
29,1027.0,0.35413793103448277,0.6,1.4,2.5,0.6
29,1027.0,0.35413793103448277,0.6,1.4,2.5,0.65
29,1027.0,0.35413793103448277,0.6,1.4,2.5,0.7
29,1027.0,0.35413793103448277,0.6,1.4,3.0,0.6
29,1027.0,0.35413793103448277,0.6,1.4,3.0,0.65
29,1027.0,0.35413793103448277,0.6,1.4,3.0,0.7
29,1027.0,0.35413793103448277,0.65,1.4,2.5,0.6
29,1027.0,0.35413793103448277,0.65,1.4,2.5,0.65
29,1027.0,0.35413793103448277,0.65,1.4,2.5,0.7
29,1027.0,0.35413793103448277,0.65,1.4,3.0,0.6
29,1027.0,0.35413793103448277,0.65,1.4,3.0,0.65
29,1027.0,0.35413793103448277,0.65,1.4,3.0,0.7
41,1450.0,0.35365853658536583,0.6,1.4,2.5,0.55
41,1450.0,0.35365853658536583,0.6,1.4,3.0,0.55
10,344.0,0.344,0.55,1.6,2.0,0.6
10,344.0,0.344,0.55,1.6,2.0,0.65
10,344.0,0.344,0.55,1.6,2.0,0.7
10,344.0,0.344,0.6,1.6,2.0,0.6
10,344.0,0.344,0.6,1.6,2.0,0.65
10,344.0,0.344,0.6,1.6,2.0,0.7
10,344.0,0.344,0.65,1.6,2.0,0.6
10,344.0,0.344,0.65,1.6,2.0,0.65
10,344.0,0.344,0.65,1.6,2.0,0.7
61,1993.0,0.32672131147540984,0.5,1.25,3.0,0.6
61,1993.0,0.32672131147540984,0.5,1.25,3.0,0.65
61,1993.0,0.32672131147540984,0.5,1.25,3.0,0.7
16,505.0,0.315625,0.55,1.6,2.1,0.55
16,505.0,0.315625,0.6,1.6,2.1,0.55
81,2498.0,0.30839506172839504,0.5,1.25,3.0,0.55
13,398.0,0.30615384615384617,0.65,1.6,2.0,0.55
60,1789.0,0.2981666666666667,0.65,1.25,2.5,0.55
60,1789.0,0.2981666666666667,0.65,1.25,3.0,0.55
12,346.0,0.28833333333333333,0.5,1.6,2.1,0.6
12,346.0,0.28833333333333333,0.5,1.6,2.1,0.65
12,346.0,0.28833333333333333,0.5,1.6,2.1,0.7
55,1538.0,0.2796363636363636,0.55,1.25,3.0,0.6
